"Indices","Stock Code","Yh Code","Company Name","Website","Description"
"AIM All Share","PEN","PEN.L","PENNANT INTERNATIONAL GROUP PLC",https://www.pennantplc.co.uk/,"		
		  //  		
		View All

	  //  "
"AIM All Share","PFP","PFP.L","PATHFINDER MINERALS PLC",http://www.pathfinderminerals.com/,"Pathfinder Minerals plc (PFP) is a natural resources company listed on the AIM market of the London Stock Exchange.  //  Pathfinder Minerals Plc (AIM:PFP) is a natural resources company listed on the AIM market of the London Stock Exchange.  //  Companhia Mineira de Naburi S.A.R.L., a subsidiary of Pathfinder Minerals, was issued mining concession licences 760C and 4623C on 13 September 2004 and 13 July 2011 respectively, each for a period of twenty-five years. Taken together, these mining concessions cover approximately 32,000 hectares of land on the Indian Ocean coast of the Zambezia province of Mozambique, known to contain the heavy minerals, ilmenite, rutile and zircon, used in the manufacture of a wide range of products across a number of industrial sectors.  //  "
"AIM All Share","PHC","PHC.L","PLANT HEALTH CARE PLC",https://www.planthealthcare.com/,"Plant Health Care is a leading provider of proprietary biological products for agriculture.  //  About us  //  Plant Health Care is a leading provider of proprietary agricultural biological products and technology solutions focused on improving crop
performance.  //  "
"AIM All Share","PHE","PHE.L","POWERHOUSE ENERGY GROUP PLC",https://www.powerhouseenergy.net/,"Welcome to PowerHouse Energy Group plc home of the G3-Uht, the industry&#039;s most efficient, economical and environmentally friendly Waste-to-Energy system.  //    //  Welcome to PowerHouse Energy Group plc. We have engineered a solution to responsibly, and economically recover energy from the burgeoning waste management challenges that our partners and society are facing today.  //  "
"AIM All Share","PIER","PIER.L","BRIGHTON PIER GROUP PLC (THE)",https://www.brightonpiergroup.com/,""
"AIM All Share","PIRI","PIRI.L","PIRES INVESTMENTS PLC",https://piresinvestments.com/,"
    Low 6 has developed white-labelled mobile platforms for top global sports teams and brands that enable them to offer a pooled sports betting experience to users of their fan-based apps. These mobile gameified apps significantly increase fan engagement and drive new revenue streams.  Low6 provide sports teams, leagues, franchises, influencers and media outlets with their own fan engaging sports games.     
    Read more…

  //  Announcing Pires invests in YOP! 

YOP is the platform, protocol and app that enables easy access to the DeFi crypto financial market. 

DeFi is Decentralised Finance which includes products such as crypto deposit accounts, bonds and commodities.
    
    Read more…

  //  "
"AIM All Share","PMP","PMP.L","PORTMEIRION GROUP PLC",https://www.portmeiriongroup.com/,"Portmeirion Group PLC is a British company selling ceramic tableware, cookware, giftware, glassware, home fragrance products and associated housewares worldwide.  //  Portmeirion Group PLC is a British company selling ceramic tableware, cookware, giftware, glassware, home fragrance products and associated housewares worldwide.  //  Portmeirion Group PLC is headquarted in Stoke-on-Trent and listed on the Alternative Investment Market (AIM) of the London Stock Exchange.  //  "
"AIM All Share","POLX","POLX.L","POLAREAN IMAGING PLC",http://www.polarean.com/,"Polarean Imaging plc. is manufacturer and service provider for noble gas polarizer
	devices and ancillary instruments with special focus on pulmonary imaging using hyperpolarized gas MRI.
	Current product offerings of Polarean Imaging plc. include xenon-129 and helium-3 polarizers, polarization measurement
	stations and upgrade kits for existing polarizers  //  Polarean Imaging plc (AIM: POLX), the medical‑imaging technology company, with an investigational drug‑device combination product for magnetic resonance imaging (MRI), announces its submission of a New Drug Application (“NDA”) and request for priority review to the US Food and Drug Administration (“FDA”) for hyperpolarised 129Xenon gas used to evaluate pulmonary function and to visualise the lung using MRI.  //  The submission of the NDA follows the Company’s successful completion of two Phase III clinical trials (the “Clinical Trials”) which demonstrated effective measurement of regional lung ventilation. In the Clinical Trials, Polarean’s 129Xenon gas MRI was used to measure regional pulmonary function in patients with a wide variety of underlying lung diseases who were being evaluated for possible lung resection or lung transplant surgery. As detailed in the Company’s announcement of 29 January 2020, both Clinical Trials met their primary endpoints, showing pre-defined equivalence of hyperpolarised 129Xenon Gas MRI to an approved comparator, 133 Xenon Scintigraphy, and displayed a benign safety profile.
129Xenon, when polarised in Polarean’s proprietary drug-device system, permits functional, regional and quantitative imaging of the lungs using MRI, without the risk of exposing patients to ionising radiation. The polarised 129Xenon is administered as an inhaled gas that is given to patients in a 10 second breath-hold MRI procedure.

Click here to learn more
  //  "
"AIM All Share","POW","POW.L","POWER METAL RESOURCES PLC",https://www.powermetalresources.com/,"Power Metal Resources (LON: POW) is a London listed metal exploration and development company exploring for the key metals used in power generation, transmission, storage and utilisation.  //  Power Metal Resources plc (LON: POW) is a London listed metal exploration and development company.  //  Our principal strategic objective is the discovery of large scale metal deposits and we are focused on cobalt, copper, gold, lithium, nickel and PGM.  //  "
"AIM All Share","PPS","PPS.L","PROTON MOTOR POWER SYSTEMS PLC",https://www.proton-motor.de/proton-power-systems-plc-2/,"Brennstoffzellen und USV Systeme  //   15/03/2018:  //  Flexible Power Range of Fuel Cells and Fuel Cell Systems  //  "
"AIM All Share","PRES","PRES.L","PRESSURE TECHNOLOGIES PLC",https://www.pressuretechnologies.com/,"Learn more about Pressure Technologies  //  
                    Covid-19: A Message to Our Valued Customers and Partners

&nbsp;
&nbsp;
&nbsp;
&nbsp;

Learn more about Pressure Technologies                  //  
                                    It is one of only five companies globally who can compete for ultra large cylinder contracts.                                  //  "
"AIM All Share","PRM","PRM.L","PROTEOME SCIENCES PLC",https://www.proteomics.com/,"Leading Protein Biomarker Discovery and Validation for Precision Medicine Across Healthcare  //  We design, perform and interpret high resolution proteomics studies to improve target discovery, validation and mechanism of action studies.  //  Combined tissue and fluid proteomics delivers superior discovery and validation of diagnostic, stratification and pharmacodynamic biomakers.  //  "
"AIM All Share","PRSM","PRSM.L","BLUE PRISM GROUP PLC",https://www.blueprism.com/,"Blue Prism® develops Intelligent RPA Automation software to provide businesses like yours with a more agile digital workforce.  //  Discover, Design and Deliver an enterprise-ready digital workforce with products that will transform your business.  //  Learn more about our business-developed, no-code automation platform that pushes the boundaries of RPA.  //  "
"AIM All Share","PTAL","PTAL.L","PETROTAL CORPORATION COM SHS NPV (DI)",https://petrotal-corp.com/,"PetroTal is a publicly-traded oil and gas development and production company domiciled in Calgary, Alberta, focused on the development of oil assets in Peru.  The Company’s management team has significant experience in developing oil fields in Northern Peru and is led by an independent Board of Directors that is focused on safely and cost effectively developing and exploiting the Bretaña oil field.  //  Overview
Management Team
Board of Directors  //  "
"AIM All Share","PTR","PTR.L","PETRONEFT RESOURCES PLC",https://www.reuters.com/companies/ptr.l,"Discover Thomson Reuters  //  ptr.l  //  "
"AIM All Share","PTY","PTY.L","PARITY GROUP PLC",https://www.parity.net/,"Parity help deliver real growth for organisations by realising the true value of their data.  //  We provide expertise that delivers positive growth for our clients through realising the true value of their data. We are passionate about empowering businesses and government to make better, commercial decisions based on reliable data.  //  
                            We can help you find the best people to deliver data projects.  //  "
"AIM All Share","PVR","PVR.L","PROVIDENCE RESOURCES PLC",https://www.providenceresources.com/,"Providence Resources is an Irish based Oil and Gas Exploration Company with a portfolio of appraisal and exploration assets located offshore Ireland.  //  Providence Resources is a Public Limited Company. Registered in Dublin, Ireland.
Number 268662  //  "
"AIM All Share","PXC","PXC.L","PHOENIX COPPER LIMITED",https://phoenixcopperlimited.com/,"Data Delayed up to 20 Minutes  //  "
"AIM All Share","PXS","PXS.L","PROVEXIS PLC",https://www.provexis.org/,"Menu  //  "
"AIM All Share","QFI","QFI.L","QUADRISE FUELS INTERNATIONAL PLC",https://www.quadrisefuels.com/,"Quadrise Fuels International plc (LON:QFI) is the innovator and licensor of residual oil technology producing a synthetic Heavy Fuel Oil (HFO) called MSAR®  //    //    //  "
"AIM All Share","QUIZ","QUIZ.L","QUIZ PLC",https://www.quizgroup.co.uk/,"Sign up to receive latest news and announcements  //    //  "
"AIM All Share","RAI","RAI.L","RA INTERNATIONAL GROUP PLC",https://rainternationalservices.com/,"RA International is one of Africa’s leading remote site service providers. We offer everything from facilities management to camp construction and supply chain services for clients operating in the world’s most challenging environments.  //  Our customers are found in three key categories: humanitarian, governments and commercial. They include UN agencies such as UNICEF, UNHCR, governmental organisations such as the UK MOD, the US State Department and the EU, and a number of publicly listed companies operating in the mining and oil &amp; gas industries. Over the last 15 years, we have successfully executed projects in Afghanistan, Chad, South Sudan, Uganda, Somalia, Tanzania and many other countries.  //  "
"AIM All Share","RBG","RBG.L","REVOLUTION BARS GROUP PLC",https://www.revolutionbarsgroup.com/,"With two Recognised brands, Revolution and Revolución de Cuba  //  The Group's corporate social responsibility activities prioritise our people, responsible retailing and charity.  //  "
"AIM All Share","RBN","RBN.L","ROBINSON PLC",https://robinsonpackaging.com/,"Robinson Packaging is a leading European plastic and rigid box packaging design and manufacturer, specialising in food, homecare and personal care.  //   Adding value through packaging design and manufacture  //   View our standard plastic product range catalogue  //  "
"AIM All Share","RDGC","RDGC.L","RIDGECREST PLC",https://padlet.com/ridgecrestplc,"See all the wonderful things Ridgecrest PLC has made  //  "
"AIM All Share","REAT","REAT.L","REACT GROUP PLC",https://www.reactsc.co.uk/react-group-plc,"React Group PLC (REAT), is the parent company of React Specialist Cleaning and provides a dedicated 24/7 cleaning and decontamination service. Call 01283 550 503.  //  AVAILABLE 24/7.&nbsp;&nbsp; Office hours: 01283 550 503  //  HOME  //  "
"AIM All Share","RENX","RENX.L","RENALYTIX AI PLC",https://renalytixai.com/,"RenalytixAI is an artificial intelligence-enabled in vitro diagnostics company, focused on optimizing clinical management of kidney disease to drive improved patient outcomes and lower healthcare costs.  Our goal is to lower healthcare costs and improve patient quality of life by transforming the paradigm for kidney disease risk assessment and clinical management through our KidneyIntelX platform.  //  KidneyIntelX, our first-in-class in vitro diagnostics platform, employs a proprietary artificial intelligence-enabled algorithm to combine diverse data inputs, including validated blood-based biomarkers, inherited genetics and personalized patient data from electronic health record, or EHR, systems, to generate a unique patient risk score. This patient risk score enables prediction of progressive kidney function decline in chronic kidney disease, or CKD, allowing physicians and healthcare systems to optimize the allocation of treatments and clinical resources to patients at highest risk. We plan to deploy KidneyIntelX to patient populations with DKD on a regional basis through partnerships with healthcare systems and insurance payors that provide coverage to those healthcare systems’ patients.  //  "
"AIM All Share","RGD","RGD.L","REAL GOOD FOOD PLC",https://realgoodfoodplc.com/,"Each of these markets has different characteristics and our strategies will be tailored to the specific market needs but with the common theme of building long term sustainable growth.  //    //  "
"AIM All Share","RKH","RKH.L","ROCKHOPPER EXPLORATION PLC",https://rockhopperexploration.co.uk/,"Rockhopper is an international oil and gas exploration and production company, incorporated and headquartered in the UK and traded on the AIM Market of the London Stock Exchange. The Company&#039;s key licence interests are in the North Falkland Basin in the South Atlantic.  //    //  Falkland Islands  //  "
"AIM All Share","RMM","RMM.L","RAMBLER METALS & MINING PLC",https://www.ramblermines.com/,"Rambler Metals &amp; Mining Homepage  //  You can unsubscribe from the list at any time.  //  "
"AIM All Share","RNO","RNO.L","RENOLD PLC",https://www.renold.com/,"Renold are the world's leading manufacturer of chains, gears and couplings for a range of applications. FInd out more about our market leading products today.  //   Call 


            +44 (0) 161 498 4500


  //  This site uses cookies to improve your experience  //  "
"AIM All Share","ROCK","ROCK.L","ROCKFIRE RESOURCES PLC",https://www.rockfireresources.com/,"The Company’s objective is to create a successful, value-driven and growth-oriented business to maximise shareholder wealth. The means of achieving this will be to focus its exploration effort on world-class mineralised domains with the aim to discover and develop economic deposits of gold, copper and silver.  //  Rockfire Resources is an Australian-focused gold and copper exploration company with mineral assets in Queensland. Rockfire has three medium-grade, near-surface gold prospects, positioned amongst multi-million ounce gold deposits.  //    //  "
"AIM All Share","RRR","RRR.L","RED ROCK RESOURCES PLC",https://www.rrrplc.com/,"Home.  //  Resource Sector Recovery Play  //  Read Our Story  //  "
"AIM All Share","RTC","RTC.L","RTC GROUP PLC",https://www.rtcgroupplc.co.uk/,"RTC Group Plc is an AIM listed Recruitment business. We focus on white and blue collar recruitment providing temporary, permanent &hellip; Continued  //  Connecting Business and Career Ambitions  //  Connecting Business and Career Ambitions  //  "
"AIM All Share","RUR","RUR.L","RURELEC PLC",https://www.rurelec.com/,"Rurelec PLC is an expanding independent power producer with operations in Latin America,Main business consists in the ownership and development of power generation facilities on the national grid and in isolated areas, selling electricity on commercial terms,Quoted on the AIM Market of the London Stock Exchange  //  An international independent power producer and developer of power plants with an operational combined cycle gas thermal power plant in Argentina.  //  An international independent power producer and developer of power plants with an operational combined cycle gas thermal power plant in Argentina.  //  "
"AIM All Share","SAA","SAA.L","M&C SAATCHI PLC",https://www.themresort.com/,""
"AIM All Share","SAG","SAG.L","SCIENCE GROUP PLC",https://www.sciencegroup.com/,"Science Group provides independent advisory and advanced product development services focused on science and technology initiatives  //  Science Group plc is an international consulting services group supporting the entire product innovation lifecycle. The Group enables our clients to deliver on their investments in R&amp;D. Our services include: applied science, product development, advisory and regulatory. These are combined with vertical market expertise in the medical, food &amp; beverage, industrial, chemical, energy and consumer sectors. With offices throughout Europe and North America and staff fluent in over 30 languages Science Group supports a global client base in over 100 countries.  //  Extensive global resource of scientists and engineers  //  "
"AIM All Share","SAR","SAR.L","SAREUM HOLDINGS PLC",http://www.sareum.com/,"Sareum’s small molecule drug discovery expertise builds value by developing drug candidates, focused on cancer and autoimmune disease, for licencing to pharmaceutical and biotechnology companies.  //  Sareum’s small molecule drug discovery expertise builds value by developing drug candidates, focused on cancer and autoimmune disease, for licencing to pharmaceutical and biotechnology companies.  //  Find out more about us   //  "
"AIM All Share","SAVE","SAVE.L","SAVANNAH ENERGY PLC",https://www.savannah-energy.com/," Download 2019 Annual Report   //  More  //  "
"AIM All Share","SBTX","SBTX.L","SKINBIOTHERAPEUTICS PLC",https://www.skinbiotherapeutics.com/,"Targeting five specific healthcare sectors: Cosmetic, Food Supplements, Medical Devices, Hospital and Domestic Surface Hygiene and Pharmaceuticals  //  info@skinbiotherapeutics.com | +44 161 468 2760  //  SkinBioTherapeutics is a life science company focused on skin health. The Company&rsquo;s proprietary platform technology, SkinBiotix&reg;, is based upon discoveries made by CSO Dr. Catherine O&rsquo;Neill and Professor Andrew McBain at The University of Manchester.  //  "
"AIM All Share","SCIR","SCIR.L","SCIROCCO ENERGY PLC",https://www.sciroccoenergy.com/,"Scirocco Energy is an AIM investing company targeting attractive production and development opportunities within the European transition energy market  //  To get the latest information and specialist insights from Scirocco Energy  //  Scirocco Energy is an AIM investing company targeting attractive production and development opportunities within the European transition energy market  //  "
"AIM All Share","SCPA","SCPA.L","SCAPA GROUP PLC",https://www.scapa.com/,"Scapa is a diversified Healthcare and Industrial group focused on bringing best-in-class innovation, design and manufacturing solutions to its customers.  //  Scapa is a diversified Healthcare and Industrial group focused on bringing best-in-class innovation, design and manufacturing solutions to its customers.  //  Scapa is a diversified Healthcare and Industrial group focused on bringing best-in-class innovation, design and manufacturing solutions to its customers.  //  "
"AIM All Share","SDI","SDI.L","SDI GROUP PLC",https://thesdigroup.net/,"SDI have a clear vision to develop and diversify its existing technologies and to grow through strategic acquisitions.  //  We design and manufacture scientific products for use in applications including life sciences, healthcare, astronomy, consumer manufacturing and art conservation markets  //  "
"AIM All Share","SECG","SECG.L","SEC NEWGATE S.P.A.",https://www.secnewgate.com/,"Communications. Advocacy. Research. SEC Newgate’s international network of communications experts help our clients navigate the changing global dynamics of business, politics, community and media. We specialise in transformational communications – locally, nationally and internationally. We build and protect reputations to create positive change. We are known for global excellence coupled with local expertise. Our Services [&hellip;]  //    //  SEC Newgate’s international network of communications experts help our clients navigate the changing global dynamics of business, politics, community and media.  //  "
"AIM All Share","SEEN","SEEN.L","SEEEN PLC",https://seeen.com/,"SEEEN gives you precise control over your video content, increases video inventory, and delivers more immediate, relevant and personal audience experiences.  //  Optimize Your Video Content to Drive Profitable Customer Action   //  SEEEN works all along the user&#x27;s path to purchase, helping users efficiently find what they are looking for and helping brands engage consumers, friction-free.																														  //  "
"AIM All Share","SEY","SEY.L","STERLING ENERGY PLC",https://www.sterlingenergyuk.com/,"Experienced International Operator  //  Sterling Energy plc is an upstream oil and gas company listed on the AIM market of the London Stock Exchange. The Company is an experienced operator of international exploration and production licences, with a primary geographic focus on emerging markets including, Africa and the Middle East, although the Board would consider other regions for material opportunities.  //  "
"AIM All Share","SGI","SGI.L","STANLEY GIBBONS GROUP PLC",https://www.stanleygibbons.com/,"Stanley Gibbons is the world's longest established rare stamp merchant. We serve hobbyists, collectors and philatelists around the world  //  Select department  //  Select department  //  "
"AIM All Share","SHED","SHED.L","URBAN LOGISTICS REIT PLC",https://www.urbanlogisticsreit.com/,"Home  //  Our urban and regional logistics assets help businesses meet the challenges of evolving e-commerce and infrastructure.  //  Well-located, single-let assets with high-quality tenants, yielding attractive income, capital growth and total returns.  //  "
"AIM All Share","SHOE","SHOE.L","SHOE ZONE PLC",https://www.shoezone.com/investors,"Company and investor information for Shoe Zone Plc. Shoe Zone is a leading UK specialist value footwear retailer with a portfolio of over 500 stores.  //  Share Price  //  Shoe Zone is the largest UK specialist value footwear retailer, offering low price and high quality women's shoes, men's shoes, boy's shoes and girl's shoes.  //  "
"AIM All Share","SIR","SIR.L","SECURE INCOME REIT PLC",https://secureincomereit.co.uk/,"A UK REIT specialising in generating long term, inflation protected income from real estate investments  //  Read more  //  "
"AIM All Share","SIXH","SIXH.L","600 GROUP PLC",https://www.600group.com/,"Welcome to the investor relations section of our website, where you will find key financial and investor data. This section plays a key role in our investor relations activities.  //  The 600 Group PLC ("the Group") is a diversified engineering group with a world class reputation in the manufacture and distribution of machine tools, precision engineered components and industrial laser systems.   //  "
"AIM All Share","SLE","SLE.L","SAN LEON ENERGY PLC",https://www.sanleonenergy.com/,"From new frontiers to established production, onshore and offshore, our assets cover the whole value chain.  //   OISÍN FANNING   //  "
"AIM All Share","SLP","SLP.L","SYLVANIA PLATINUM LIMITED CMN SHS USD0.01 (DI)",https://uk.tradingview.com/symbols/lse-slp/ideas/,"TradingView UK. View live SYLVANIA PLATINUM LIMITED CMN SHS USD0.01 (DI) chart to track its stock&#39;s price action. Find market predictions, SLP financials and market news.  //  Crypto Market Cap, BTC/USD, ETH/USD, USDT/USD, XRP/USD, BitcoinCurrenciesEconomic CalendarForex ScreenerMajorMinorExoticAmericasEuropeAsiaPacificMiddle EastAfricaCross ratesHeat mapCurrency indicesGBP/USD, GBP/EUR, GBP/JPY, EUR/USD, USD/CNY, DXYStocksEarnings CalendarStock ScreenerLarge-capTop gainersTop losersMost activeMost volatileOverboughtOversoldAll-time highAll-time lowHigh-dividendSector & IndustryLAND SECURITIES GROUP PLC ORD 10 2/3P, BURFORD CAPITAL LIMITED ORD NPV (DI), SMITH &amp; NEPHEW PLC ORD USD0.20, BIDSTACK GROUP PLC ORD 0.5P, LLOYDS BANKING GROUP PLC ORD 10P, BARCLAYS PLC ORD 25PIndicesMajor world indicesUS indicesS&P sectorsCurrency indicesFTSE 100, DAX Index, Euro Stoxx 50, S&amp;P 500, Nasdaq Composite, Nikkei 225FuturesAgriculturalEnergyCurrenciesMetalsWorld indicesInterest ratesGold, Silver, Crude Oil, Brent Oil, Natural Gas, BitcoinBondsMajor 10YAmericasEuropeAsiaPacificMiddle EastAfricaUS 10Y, Euro Bund, Germany 10Y, Japan 10Y Yield, UK 10Y, India 10Y  //  GBP/USD, GBP/EUR, GBP/JPY, EUR/USD, USD/CNY, DXYStocksEarnings CalendarStock ScreenerLarge-capTop gainersTop losersMost activeMost volatileOverboughtOversoldAll-time highAll-time lowHigh-dividendSector & IndustryLAND SECURITIES GROUP PLC ORD 10 2/3P, BURFORD CAPITAL LIMITED ORD NPV (DI), SMITH &amp; NEPHEW PLC ORD USD0.20, BIDSTACK GROUP PLC ORD 0.5P, LLOYDS BANKING GROUP PLC ORD 10P, BARCLAYS PLC ORD 25PIndicesMajor world indicesUS indicesS&P sectorsCurrency indicesFTSE 100, DAX Index, Euro Stoxx 50, S&amp;P 500, Nasdaq Composite, Nikkei 225FuturesAgriculturalEnergyCurrenciesMetalsWorld indicesInterest ratesGold, Silver, Crude Oil, Brent Oil, Natural Gas, BitcoinBondsMajor 10YAmericasEuropeAsiaPacificMiddle EastAfricaUS 10Y, Euro Bund, Germany 10Y, Japan 10Y Yield, UK 10Y, India 10Y  //  "
"AIM All Share","SMRT","SMRT.L","SMARTSPACE SOFTWARE PLC",https://www.smartspaceplc.com/,"The Investor website of SmartSpace Software Plc. We provide pioneering software solutions that help thousands of organisations make better use of their workspaces.
  //  &nbsp;  //    //  "
"AIM All Share","SNG","SNG.L","SYNAIRGEN PLC",https://www.synairgen.com/,"Synairgen has peer-reviewed data from the Company’s SG016 trial published in The Lancet Respiratory Medicine journal on 12 November 2020. The SG016 trial randomised 101 hospitalised COVID-19 patients to either SNG001, Synairgen’s inhaled formulation of interferon beta-1a, or placebo. Positive topline results from the trial were originally announced on 20 July 2020, with more detailed results of primary endpoint analyses disclosed in the Company’s 2020 Interim Results on 29 September 2020.  //  The full title of the publication is: &#8220;Safety and efficacy of inhaled nebulised interferon beta-1a (SNG001) for treatment of SARS-CoV-2 infection: a randomised, double-blind, placebo-controlled, phase 2 trial”, and can be accessed here.  //  "
"AIM All Share","SNX","SNX.L","SYNECTICS PLC",https://www.synecticsplc.com/,"Delayed Share Price  //  Change 0.00                    (0.00%)
                      //  "
"AIM All Share","SOLI","SOLI.L","SOLID STATE PLC",https://solidstateplc.com/,"&nbsp;&nbsp;investor.information@solidstateplc.com&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;+44 (0)1527 830 666  //  Design  //  "
"AIM All Share","SOS","SOS.L","SOSANDAR PLC",https://www.sosandar.com/,"Welcome to your new favourite shopping destination for women&#039;s fashion, loved by stylists and celebs. New styles every week - created by women, for women.  //  
                    JavaScript seems to be disabled in your browser.
                    For the best experience on our site, be sure to turn on Javascript in your browser.
                  //  "
"AIM All Share","SPE","SPE.L","SOPHEON PLC",https://www.sopheon.com/,"Achieve exceptional long-term revenue growth and profitability with Sopheon’s enterprise innovation management software, expertise, and best practices  //  Our customers use our enterprise innovation management software and services to align and connect their organization, drive best-practice innovation processes and enable fast, iterative decision-making in the face of increased pressures
from ever-evolving markets.  //  Accolade balances the rival needs of running innovation and other strategic initiatives with efficient and consistent governance, while at the same time enabling flexibility, agility, and rapid communication across and between teams.  //  "
"AIM All Share","SPR","SPR.L","SPRINGFIELD PROPERTIES PLC",https://www.springfield.co.uk/investor_relations,"Springfield Properties housebuilders provides a mixture of private and affordable housing in Scotland.  //  
Can we use cookies?
Okay
No Thanks

Learn more from our Cookies Policy or Privacy Policy.
  //  Springfield Properties plc is a housebuilder focused on developing a mix of private and affordable housing in Scotland.  //  "
"AIM All Share","SQZ","SQZ.L","SERICA ENERGY PLC",https://www.serica-energy.com/,"A LEADING 
                              MID-TIER
                          OIL AND GAS COMPANY  //  Experience-led 
production in
the North Sea  //  "
"AIM All Share","SRC","SRC.L","SIGMAROC PLC",https://www.sigmaroc.com/,"SigmaRoc PLC is an AIM quoted company that invests, improves and integrates companies within the construction materials space in Europe.  //    //  SigmaRoc PLC is an AIM quoted company that invests, improves and integrates companies within the construction materials space in Europe. SigmaRoc’s management understands that the construction materials industry is a local industry where investors, customers, suppliers and communities are best served by; preserving, strengthening and improving local businesses. This website provides further information on SigmaRoc and its subsidiaries.  //  "
"AIM All Share","SRT","SRT.L","SRT MARINE SYSTEMS PLC",https://srt-marine.com/,"For over twenty years, SRT has been the trusted and reliable source of high
                                            performance vessel tracking, monitoring and management systems for the
                                            global maritime industry, with a particular expertise in AIS based systems.
                                            We advise and supply navies, coast guards, fishery authorities, marine
                                            electronics manufacturers & system integrators, port and infrastructure
                                            owners and vessel operators located around the world.
                                          //  Our advanced core technologies power our products with proven superior field
                                            performance and an array of sophisticated functionality. Functionality that
                                            empowers our customers with enhanced maritime situational awareness,
                                            decision making and ultimate control over their marine domain.
                                          //  "
"AIM All Share","STA","STA.L","STAR PHOENIX GROUP LTD",https://www.starphoenixgroup.com/,"Star Phoenix Group Ltd is an international company with an oilfield services business in Trinidad and an oil and gas project in Indonesia.  //  Striving for  //  Striving for  //  "
"AIM All Share","STAF","STAF.L","STAFFLINE GROUP PLC",https://www.stafflinegroupplc.co.uk/,"Home  //  Staffline - Capital Markets Presentation, Thursday, 5th November 2020, 10:00 AM (GMT)  //  One of the market leading Recruitment and Training providers. Enabling the future of work by developing and deploying a highly flexible, robust and sk&hellip;  //  "
"AIM All Share","STCM","STCM.L","STEPPE CEMENT LTD",https://www.steppecement.com/,"  //    //  "
"AIM All Share","STX","STX.L","SHIELD THERAPEUTICS PLC",https://www.shieldtherapeutics.com/,"Shield Therapeutics is a specialty pharmaceutical company focused on the development and commercialisation of late‑stage, hospital‑focused pharmaceuticals.  //  We've put some small files called essential cookies on your device to help our site work on your browser.
We also use analytical cookies to help up improve our website by collecting and reporting information on it's usage.  //  You can read more above this on our Privacy Policy page.  //  "
"AIM All Share","SUMO","SUMO.L","SUMO GROUP PLC",https://www.sumogroupplc.com/,"Homepage  //  About the Group  //  "
"AIM All Share","SUR","SUR.L","SURESERVE GROUP PLC",https://www.sureservegroup.co.uk/,"We serve customers in the social housing, public buildings and education markets, along with a broad mix of customers in energy services and an increasing number of industrial and commercial customers.  //  About us  //  We have built a Group that is focused on delivering comprehensive and high quality services in the sustainable markets of social housing, public buildings, education, energy services and industrial and commercial buildings.  //  "
"AIM All Share","SYM","SYM.L","SYMPHONY ENVIRONMENTAL TECH. PLC",https://www.symphonyenvironmental.com/,"Symphony Environmental Technologies are world leaders in oxo-biodegradable (controlled-life) and anti-microbial plastic technologies.  //  Oxo-biodegradable masterbatch  //  Designed to protect  //  "
"AIM All Share","SYS1","SYS1.L","SYSTEM1 GROUP PLC",https://system1group.com/,"We&#039;re System1 Group (formerly BrainJuicer), a global marketing research and effectiveness company. We predict marketing outcomes to help brands grow.  //  
                                                Watch Orlando Wood's new film with brand new research on what it takes to make effective advertising online.                                              //  
                                                The home of Christmas ad testing. System1 is testing every Christmas ad for long- and short-term effectiveness                                              //  "
"AIM All Share","TAST","TAST.L","TASTY PLC",https://dimt.co.uk/investor-relations/profile/,"Tasty plc and its subsidiary trading company, Took Us A Long Time Ltd (Tasty) is a branded restaurant operator in the UK casual dining market. Learn more.  //  Tasty plc and its subsidiary trading company, Took Us A Long Time Ltd (Tasty) is a branded restaurant operator in the UK casual dining market. Tasty’s trading brands are dim t and Wildwood restaurants.  //  Tasty plc is incorporated in England and Wales (registration no. 5826464) and all of its operations are located in the UK.  //  "
"AIM All Share","TCM","TCM.L","TELIT COMMUNICATIONS PLC",https://www.telit.com/,"Transform your business with Telit, the global leader in IoT enablement. High-performance modules, IoT platforms, connectivity services and IoT SIMs.  //  Our Products  //  AKM FIRE UPDATE: Supply chain notice regarding the impact of AKM's fire on Telit's cellular, GNSS and GPS modules.  //  "
"AIM All Share","TEK","TEK.L","TEKCAPITAL PLC",https://www.tekcapital.com/,"  //  Tekcapital finds, acquires, and invests in breakthrough technologies that can improve the quality of life.  //  "
"AIM All Share","TERN","TERN.L","TERN PLC",https://www.ternplc.com/,"Looking for an IoT investor for your start up or early stage company? Tern PLC is a venture capitalist working alongside ambitious entrepreneurs in the  Internet of Things (IoT) space to deliver strategic IoT investment to grow your company.  //  &nbsp;  //  &nbsp;  //  "
"AIM All Share","TGP","TGP.L","TEKMAR GROUP PLC",https://investors.tekmar.co.uk/,"Tekmar Group plc, working together to provide leading technology and services to the global offshore energy markets.  //  65.00GBX  //  LON : TGP 14/01/2021 09:18  //  "
"AIM All Share","THRU","THRU.L","THRUVISION GROUP PLC",https://thruvision.com/,"Thruvision - Global providers of fast, safe and respectful people security screening for airports, surface transport, customs and borders, building entrances and retail distribution centres  //    //  
  //  "
